Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit,Latitude,Longitude
265,CA-2016-125318,6/6/2016,6/13/2016,Standard Class,RC-19825,Roy Collins,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,Not,328.22,4,0.20,28.72,41.8755616,-87.6244212
266,CA-2015-155040,10/11/2015,11/15/2015,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,94513,West,Anna Andreadi,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,Not,79.90,2,0.00,35.16,37.9317766,-121.696026
267,CA-2017-136826,6/16/2017,6/20/2017,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Chapel Hill,North Carolina,27514,South,Cassandra Brandow,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",Not,14.02,3,0.20,4.73,35.9131542,-79.05578
268,CA-2016-111010,1/22/2016,1/28/2016,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,7960,East,Chuck Magee,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,Not,7.56,6,0.00,0.30,40.7970382,-74.4809868
269,US-2017-145366,9/12/2017,12/13/2017,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,Chuck Magee,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,Not,37.21,1,0.20,-7.44,39.1014537,-84.5124602
270,US-2017-145366,9/12/2017,12/13/2017,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,Chuck Magee,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Not,57.58,3,0.20,21.59,39.1014537,-84.5124602
271,CA-2017-163979,12/28/2017,2/1/2018,Second Class,KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,Not,725.84,4,0.00,210.49,37.7792588,-122.4193286
272,CA-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Not,209.93,7,0.00,92.37,37.7792588,-122.4193286
273,CA-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,Not,5.28,3,0.00,2.32,37.7792588,-122.4193286
274,CA-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,Not,10.92,3,0.20,4.09,37.7792588,-122.4193286
275,CA-2017-118136,9/16/2017,9/17/2017,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,Anna Andreadi,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Not,8.82,2,0.00,4.06,33.9562003,-118.353132
276,CA-2017-118136,9/16/2017,9/17/2017,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,Anna Andreadi,OFF-AR-10001427,Office Supplies,Art,Newell 330,Not,5.98,1,0.00,1.55,33.9562003,-118.353132
277,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Not,11.65,2,0.20,4.08,39.9527237,-75.1635262
278,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Not,18.18,4,0.20,5.91,39.9527237,-75.1635262
279,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,Not,59.71,6,0.20,5.97,39.9527237,-75.1635262
280,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-LA-10002043,Office Supplies,Labels,Avery 489,Not,24.84,3,0.20,8.69,39.9527237,-75.1635262
281,US-2015-161991,9/26/2015,9/28/2015,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,Not,2.08,5,0.80,-3.43,29.7589382,-95.3676974
282,US-2015-161991,9/26/2015,9/28/2015,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,Kelly Williams,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,Not,1114.40,7,0.20,376.11,29.7589382,-95.3676974
283,CA-2015-130890,2/11/2015,6/11/2015,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Not,1038.84,5,0.20,51.94,34.0536909,-118.242766
284,CA-2015-130883,9/26/2015,9/26/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,Anna Andreadi,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,Not,141.76,5,0.20,47.84,45.5202471,-122.674194
285,CA-2015-130883,9/26/2015,9/26/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,Anna Andreadi,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,Not,239.80,5,0.20,47.96,45.5202471,-122.674194
286,CA-2015-130883,9/26/2015,9/26/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,Anna Andreadi,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,Not,31.10,6,0.20,10.89,45.5202471,-122.674194
287,CA-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,Cassandra Brandow,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,Not,254.06,7,0.70,-169.37,26.2128609,-80.2497707
288,CA-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,Cassandra Brandow,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Not,194.53,2,0.20,24.32,26.2128609,-80.2497707
289,CA-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,Cassandra Brandow,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,Not,961.48,5,0.20,-204.31,26.2128609,-80.2497707
290,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,Not,19.10,7,0.20,6.68,39.9622601,-83.0007065
291,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-LA-10004689,Office Supplies,Labels,Avery 512,Not,18.50,8,0.20,6.24,39.9622601,-83.0007065
292,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,Chuck Magee,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,Not,255.98,2,0.20,54.40,39.9622601,-83.0007065
293,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,Chuck Magee,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Not,86.97,3,0.50,-48.70,39.9622601,-83.0007065
294,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Anna Andreadi,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Not,300.42,8,0.20,78.86,38.8339578,-104.825348
295,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Anna Andreadi,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,Not,230.35,3,0.20,20.16,38.8339578,-104.825348
296,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Anna Andreadi,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Not,218.35,3,0.20,-24.56,38.8339578,-104.825348
297,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Anna Andreadi,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,Not,78.60,5,0.70,-62.88,38.8339578,-104.825348
298,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Anna Andreadi,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Not,27.55,3,0.20,9.30,38.8339578,-104.825348
299,CA-2016-142545,10/28/2016,10/28/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Chuck Magee,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,Not,32.40,5,0.00,15.55,40.7937116,-74.1501438
300,CA-2016-142545,10/28/2016,10/28/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Chuck Magee,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Not,1082.48,8,0.00,10.82,40.7937116,-74.1501438
301,CA-2016-142545,10/28/2016,10/28/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Chuck Magee,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,Not,56.91,3,0.00,27.32,40.7937116,-74.1501438
302,CA-2016-142545,10/28/2016,10/28/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Chuck Magee,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Not,77.60,4,0.00,38.02,40.7937116,-74.1501438
303,CA-2016-142545,10/28/2016,10/28/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Chuck Magee,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,Not,14.28,1,0.00,6.57,40.7937116,-74.1501438
304,US-2017-152380,11/19/2017,11/23/2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623,Central,Kelly Williams,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,Not,219.07,3,0.50,-131.44,41.8755616,-87.6244212
305,CA-2015-144253,4/5/2015,9/5/2015,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,Chuck Magee,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Not,26.80,2,0.00,12.86,40.7127281,-74.0060152
306,CA-2014-130960,12/30/2014,4/1/2015,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,Central,Kelly Williams,OFF-AR-10003651,Office Supplies,Art,Newell 350,Not,9.84,3,0.00,2.85,42.240872,-83.2696509
307,CA-2014-111003,1/6/2014,6/6/2014,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,Chuck Magee,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Not,45.48,3,0.00,20.92,40.0978929,-74.2176435
308,CA-2014-111003,1/6/2014,6/6/2014,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,Chuck Magee,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Not,289.20,6,0.00,83.87,40.0978929,-74.2176435
309,CA-2017-126774,4/15/2017,4/17/2017,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204,South,Cassandra Brandow,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,Not,4.89,1,0.00,2.00,38.8769326,-77.0893094
310,CA-2016-142902,12/9/2016,12/9/2016,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,Anna Andreadi,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Not,15.14,4,0.20,3.59,39.8005505,-105.0811573
311,CA-2016-142902,12/9/2016,12/9/2016,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,Anna Andreadi,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Not,466.77,2,0.20,52.51,39.8005505,-105.0811573
312,CA-2016-142902,12/9/2016,12/9/2016,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,Anna Andreadi,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Not,15.23,1,0.20,1.71,39.8005505,-105.0811573
313,CA-2016-142902,12/9/2016,12/9/2016,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,Anna Andreadi,OFF-LA-10000634,Office Supplies,Labels,Avery 509,Not,6.26,3,0.20,2.04,39.8005505,-105.0811573
314,CA-2014-120887,9/27/2014,9/27/2014,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East,Chuck Magee,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Not,87.54,3,0.00,37.64,40.8871438,-74.0410865
315,CA-2014-167850,9/8/2014,9/8/2014,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,Cassandra Brandow,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,Not,178.38,2,0.20,22.30,27.7700475,-82.6359078
316,CA-2014-167850,9/8/2014,9/8/2014,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,Cassandra Brandow,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,Not,15.55,3,0.20,5.44,27.7700475,-82.6359078
317,CA-2014-164259,12/28/2014,12/30/2014,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",Not,99.14,4,0.20,8.67,39.9527237,-75.1635262
318,CA-2014-164973,4/11/2014,9/11/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,Chuck Magee,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,135.88,1,0.10,24.16,40.7127281,-74.0060152
319,CA-2014-164973,4/11/2014,9/11/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,Chuck Magee,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Not,3991.98,2,0.00,1995.99,40.7127281,-74.0060152
320,CA-2014-164973,4/11/2014,9/11/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,Chuck Magee,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,Not,275.94,6,0.00,80.02,40.7127281,-74.0060152
321,CA-2014-164973,4/11/2014,9/11/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,Chuck Magee,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Not,360.00,4,0.00,129.60,40.7127281,-74.0060152
322,CA-2014-164973,4/11/2014,9/11/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,Chuck Magee,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",Not,43.57,1,0.00,13.07,40.7127281,-74.0060152
323,CA-2014-156601,9/19/2014,9/24/2014,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805,West,Anna Andreadi,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,Not,7.16,2,0.00,3.58,33.7690164,-118.191604
324,CA-2016-162138,4/23/2016,4/27/2016,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,Anna Andreadi,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,Yes,251.52,6,0.20,81.74,34.4263886,-117.3008784
325,CA-2016-162138,4/23/2016,4/27/2016,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,Anna Andreadi,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,Yes,99.99,1,0.00,35.00,34.4263886,-117.3008784
326,CA-2017-153339,3/11/2017,5/11/2017,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,Cassandra Brandow,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,Not,15.99,1,0.20,1.00,35.8460396,-86.3921096
327,US-2016-141544,8/30/2016,8/30/2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,Not,290.90,3,0.40,-67.88,39.9527237,-75.1635262
328,US-2016-141544,8/30/2016,8/30/2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",Not,54.22,2,0.20,3.39,39.9527237,-75.1635262
329,US-2016-141544,8/30/2016,8/30/2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Not,786.74,4,0.30,-258.50,39.9527237,-75.1635262
330,US-2016-141544,8/30/2016,8/30/2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,Not,100.24,10,0.20,33.83,39.9527237,-75.1635262
331,US-2016-141544,8/30/2016,8/30/2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,Not,37.76,6,0.70,-27.69,39.9527237,-75.1635262
332,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,Not,82.80,2,0.40,-20.70,39.9527237,-75.1635262
333,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,Not,20.72,2,0.70,-13.82,39.9527237,-75.1635262
334,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,Not,4.90,3,0.70,-3.43,39.9527237,-75.1635262
335,CA-2015-137946,1/9/2015,4/9/2015,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,Not,4.75,1,0.20,1.60,34.0536909,-118.242766
336,CA-2015-137946,1/9/2015,4/9/2015,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,Not,959.98,2,0.20,335.99,34.0536909,-118.242766
337,CA-2015-137946,1/9/2015,4/9/2015,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,Not,14.37,4,0.20,4.49,34.0536909,-118.242766
338,CA-2014-129924,12/7/2014,12/7/2014,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,Not,7.71,2,0.20,2.80,37.7792588,-122.4193286
339,CA-2014-129924,12/7/2014,12/7/2014,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,Not,698.35,3,0.20,-17.46,37.7792588,-122.4193286
340,CA-2015-128167,6/22/2015,6/26/2015,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,Anna Andreadi,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Not,4.96,4,0.00,2.33,41.0751048,-111.9741925
341,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-AR-10000122,Office Supplies,Art,Newell 314,Not,17.86,4,0.20,1.12,39.9527237,-75.1635262
342,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,Not,509.97,10,0.70,-407.98,39.9527237,-75.1635262
343,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-FA-10002780,Office Supplies,Fasteners,Staples,Not,30.99,13,0.20,10.07,39.9527237,-75.1635262
344,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Not,71.93,12,0.40,8.39,39.9527237,-75.1635262
345,US-2015-120712,12/20/2015,12/24/2015,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,Kelly Williams,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,Not,88.80,4,0.20,-2.22,30.2711286,-97.7436995
346,CA-2017-169901,6/15/2017,6/19/2017,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Not,47.98,3,0.20,4.80,37.7792588,-122.4193286
347,CA-2017-134306,8/7/2017,12/7/2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,Chuck Magee,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Not,7.56,3,0.00,3.10,42.6414437,-71.3085329
348,CA-2017-134306,8/7/2017,12/7/2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,Chuck Magee,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,Not,24.56,2,0.00,11.54,42.6414437,-71.3085329
349,CA-2017-134306,8/7/2017,12/7/2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,Chuck Magee,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",Not,12.96,2,0.00,4.15,42.6414437,-71.3085329
350,CA-2016-129714,1/9/2016,3/9/2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Chuck Magee,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,Not,6.79,1,0.00,2.31,40.7127281,-74.0060152
351,CA-2016-129714,1/9/2016,3/9/2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Chuck Magee,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,Not,24.56,2,0.00,11.54,40.7127281,-74.0060152
352,CA-2016-129714,1/9/2016,3/9/2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Chuck Magee,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,Not,3.05,1,0.20,1.07,40.7127281,-74.0060152
353,CA-2016-129714,1/9/2016,3/9/2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Chuck Magee,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,Not,49.12,4,0.00,23.09,40.7127281,-74.0060152
354,CA-2016-129714,1/9/2016,3/9/2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Chuck Magee,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,Not,4355.17,4,0.20,1415.43,40.7127281,-74.0060152
355,CA-2016-138520,8/4/2016,8/4/2016,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,Chuck Magee,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,Not,388.70,6,0.20,-4.86,40.7127281,-74.0060152
356,CA-2016-138520,8/4/2016,8/4/2016,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,Chuck Magee,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",Not,8.26,2,0.00,3.80,40.7127281,-74.0060152
